times	"There are different possible meanings for ""times"" depending on the context. Here are some possible translations:

- As a mathematical operator: ""times"" can be translated as ""por"" in Spanish. For example, ""2 times 3 equals 6"" would be ""2 por 3 es igual a 6"" in Spanish.
- As a synonym for ""multiplied by"": ""times"" can also be used as a synonym for ""multiplied by"" in English. In this case,"
mile	mi
kilometers per second	km/s
million Kelvins	MegaKelvins (MK) | Million Kelvins (M K) | NA
breaths per minute	bpm
amperes	A
Nm	"Nm can mean two different things:

1. Newton-meter (unit of torque or moment of force)
2. Nanometer (unit of length)

Here are the symbols for both:

1. Newton-meter: Nm
2. Nanometer: nm"
dBFS	dBFS
spectators	NA (spectators is not a unit of measurement and therefore does not have a symbol)
ft	ft|pie
g/cm³	g/cm³|g/cm^3|g cm⁻³|g cm^(-3)
kelvin	K
millibars	mb|mbar|millibar
Pascal	Pa
millimeters	mm
trillion miles	"NA. ""Trillion"" is a numerical value and ""miles"" is a unit of distance, so there is no symbol to represent this combination."
bpm	bpm
kWh	kWh
ly	ly (light-year) | a.l. (año luz)
